X1,X2,X3,X4,X5,T,Y
5.091715129018575814e-01,1.100801803441884807e+01,5.875237323630112529e-01,6.057061275823378763e-03,0.000000000000000000e+00,1.306126938641324919e+01,-5.669762799105381168e-01
9.148185165506265148e-01,1.088463365734545008e+01,6.083250803115174410e-01,1.423313576213973723e-03,0.000000000000000000e+00,1.268480835821121211e+01,-1.321560243234779719e+00
1.905075099080973722e+00,1.019298587221264185e+01,5.393702495822796372e-01,2.638731567236336506e+00,0.000000000000000000e+00,9.005109559512025186e+00,2.745329751774421845e-01
1.208850125288815303e+00,1.023326908971058025e+01,6.035230245885359057e-01,9.909387503998726698e-01,0.000000000000000000e+00,7.852603404551148358e+00,4.988283284756737102e-01
9.378140508217724935e-01,1.057164894298050584e+01,5.946354172096138813e-01,6.400825323980358561e-05,1.000000000000000000e+00,2.804576358941169634e+00,-3.811986440007098520e-01
1.638607657220484182e+00,1.037448332304054155e+01,6.409995010596791776e-01,2.578193823985202027e-01,0.000000000000000000e+00,2.079273935151532982e+01,-9.612921036971492361e-01
1.121125133873032587e+00,1.098208684095908083e+01,6.010261102654018694e-01,1.680135581797054467e+00,0.000000000000000000e+00,1.777612793993602835e+01,-1.745730880026007403e+00
2.204772576923426985e+00,9.779728050456306221e+00,6.527336445780760332e-01,4.462367117664148841e-01,0.000000000000000000e+00,8.340115578876138969e+00,5.064308283251316212e+00
3.990637747388843248e-01,1.086765074676623044e+01,3.790113894743130096e-01,8.759091820689551833e-01,1.000000000000000000e+00,3.885530261444441891e+01,-1.497989422690009453e+00
8.291748543731547461e-01,1.092642256613808627e+01,5.951251968098471012e-01,1.467682960572942452e+00,0.000000000000000000e+00,2.178172966681240297e+01,-1.719845303518477309e+00
1.022356866449973367e+00,1.076152387614600592e+01,5.994284890505467978e-01,9.944959868577307738e-01,0.000000000000000000e+00,7.591022487807061125e+00,-1.214564752462211850e+00
5.560407267554300370e-01,1.085387536534137354e+01,5.667549577887537327e-01,5.453350600050937969e-01,0.000000000000000000e+00,1.907327267534209270e+01,-7.170697168203257199e-01
7.864881386868822766e-01,1.186017350283843896e+01,5.925872192156510510e-01,5.718149095566467999e+00,0.000000000000000000e+00,3.027422470325470272e+01,-1.144444781614758044e+00
4.588451183182440940e-01,1.158426983609533423e+01,6.049971142685549585e-01,4.595800025207741335e+00,0.000000000000000000e+00,3.664682729154917240e+01,-1.734635624225297823e+00
3.969150067669112159e-01,1.050678137755572905e+01,6.397824040585319283e-01,8.251980860197234424e-01,0.000000000000000000e+00,1.191561888371955646e+01,7.648146749694391122e-01
1.433204734945014991e+00,1.002415486612751394e+01,6.438755760256680283e-01,2.814094305400524298e+00,0.000000000000000000e+00,1.210761400219805495e+01,1.300910772506099322e+00
2.345479035172737814e-01,1.066963734349744364e+01,5.336917806928640484e-01,1.018563515161232891e+00,0.000000000000000000e+00,1.392843549282044080e+01,1.997156226100994081e+00
3.576180098571496435e-01,1.067216798369338981e+01,4.463028896372441268e-01,8.802039243809919866e-02,0.000000000000000000e+00,2.347904802994860418e+01,6.262677743433370248e-01
6.329192928581085509e-01,1.075658027113754045e+01,5.833138472986920675e-01,1.065323319143172574e-03,0.000000000000000000e+00,4.466320307546316037e+00,-3.897210606905677777e-01
