X1,X2,X3,X4,X5,T,Y
1.727945902936504519e+00,9.623141370488077939e+00,5.640536009503593906e-01,1.512174188807799302e+00,1.000000000000000000e+00,1.627183573367219793e+01,5.230358198162154082e+00
1.013878157986844331e+00,1.022249249401725102e+01,5.983271773689781137e-01,8.751921468510328594e-01,1.000000000000000000e+00,8.182066267245168945e+00,6.031259845047768353e-01
7.560454932855089627e-01,9.740838154773888036e+00,5.827546346606859995e-01,1.751248249733690310e+00,1.000000000000000000e+00,1.578397723327570468e+01,1.824140290438890588e+00
2.545581078230543803e-01,1.199468166579752015e+01,5.837496151239213171e-01,6.890167518394233470e-01,0.000000000000000000e+00,3.989611574579503639e+01,2.228926848743839617e+00
1.276481441540782136e+00,9.908595593068183049e+00,6.195699271411831965e-01,2.041055572191231793e+00,1.000000000000000000e+00,3.963914765469290113e+00,2.209264303117366879e+00
2.655787533280729029e+00,9.897880517150030144e+00,7.571051453517445573e-01,6.657338101567200628e-01,0.000000000000000000e+00,1.010616719264142915e+01,4.268198645326270579e+00
2.694632551476556337e+00,1.020070532417280518e+01,5.258523291746921569e-01,3.609686351621382849e-01,0.000000000000000000e+00,1.892603129819789487e+01,2.053496438330020546e-01
9.999040124363025583e-01,9.795196186034141661e+00,5.999897246695693465e-01,5.896002814678284742e-02,0.000000000000000000e+00,1.914955310897548113e+00,2.484953296669772271e+00
5.730890039228028199e-01,1.183797826185559465e+01,6.140392591578535120e-01,4.041756098084523519e-01,1.000000000000000000e+00,2.323955068971621785e+01,-1.361851681608378994e+00
1.238023211075206742e+00,1.081809607578851029e+01,5.838076941911062301e-01,5.141351970356589973e+00,0.000000000000000000e+00,2.195723216776167419e+01,-1.772049596108014713e+00
2.844218242369959126e-01,1.087043356333034083e+01,6.653012560769193673e-01,4.824619216073276817e+00,0.000000000000000000e+00,4.493656285280471252e+01,5.807729827871990075e-02
6.116464638005206789e-01,1.075593670281790715e+01,6.268417218370055943e-01,3.327160210350111669e+00,0.000000000000000000e+00,9.018915364928794531e+00,-3.818585952341064238e-01
1.072016245250305477e+00,1.020527428330780140e+01,6.011910139452252277e-01,1.541082891500774599e-01,0.000000000000000000e+00,3.513328588855280987e+00,7.967282754025041269e-01
9.844406734711317331e-01,1.060647180853395533e+01,6.010433464930554637e-01,2.988500638444842483e+00,0.000000000000000000e+00,3.862310929262164017e+00,-6.145527893573577982e-01
9.481442531652646277e-01,1.068490088704023400e+01,5.881265337815569927e-01,4.447189790572279589e-01,0.000000000000000000e+00,3.030299862460748983e+01,-2.577603030872282375e+00
