X1,X2,X3,X4,X5,T,Y
5.997381795747839250e-01,1.021622350170859583e+01,5.408765724013570031e-01,6.413293405250605206e-01,0.000000000000000000e+00,1.377765270383955354e+01,7.257601695749351656e-01
7.119006731890337170e-01,1.064878941517154232e+01,6.122780243015006896e-01,1.289465888426529483e-01,1.000000000000000000e+00,1.410045398981887521e+00,-3.233874323024900632e-01
3.797396978794489453e-01,1.020149216486417920e+01,5.322417555281397927e-01,1.148494863377311770e-01,1.000000000000000000e+00,1.396382515306235206e+01,1.545932757466685237e+00
1.068896463845173450e+00,1.058171286827797886e+01,6.081466634160601625e-01,6.673459899779211890e-02,0.000000000000000000e+00,1.390188489593670340e+01,-8.834646899506344297e-01
1.529092942247047171e+00,1.076315756498709142e+01,6.623412902005578751e-01,2.262444119986091184e+00,0.000000000000000000e+00,1.247963607933379393e+01,-1.682989532722186432e+00
1.446385607408078089e+00,1.003688566832118667e+01,5.908010103453420481e-01,9.276949722342405780e-01,1.000000000000000000e+00,6.484169039872973883e+00,1.500270284784135599e+00
4.723026695188125568e-01,1.180422184820592513e+01,7.301495511519319193e-01,1.285260953008160900e+00,0.000000000000000000e+00,1.373810674051699010e+01,-1.350638706837599790e+00
7.772410583028003250e-01,1.065786436793399261e+01,5.929785805056851933e-01,4.572159363779222829e+00,0.000000000000000000e+00,7.190327141789666143e+00,-4.254671987487370077e-01
6.703391569075890510e-01,1.097866313919092285e+01,6.325758496806583864e-01,2.347556615967740790e+00,1.000000000000000000e+00,2.056398796486302061e+01,-1.373438167301327617e+00
6.461095643819841916e-01,1.225633777005036151e+01,6.322699645846140415e-01,7.448854625752063807e-01,1.000000000000000000e+00,4.995175928083622097e+01,-9.522428954199271267e-01
8.862226020085924860e-01,1.086292533820347650e+01,5.958438964509987779e-01,2.617567090677415553e+00,1.000000000000000000e+00,1.552984149588209206e+01,-1.317052387698968152e+00
4.866873368958366530e-01,1.030177668714068417e+01,5.883348586936333335e-01,5.224587455027548621e+00,0.000000000000000000e+00,4.133905782559973119e+01,-2.481037893005560324e+00
4.044767796203577181e-01,1.077574424103125672e+01,5.530949578940336231e-01,5.036053114467539338e+00,0.000000000000000000e+00,2.052328610360613581e+01,1.530133742347279946e-01
5.477922214063416506e-01,1.045361797198572340e+01,4.813938833081617408e-01,4.012429063819660802e-01,1.000000000000000000e+00,7.589891458936819824e+00,5.366644173508380300e-01
4.815379546354162099e-01,1.231944344837951988e+01,7.428064873571857962e-01,1.643627641343789358e+00,0.000000000000000000e+00,3.959944240440455587e+01,-4.674988855866651916e-01
1.144434147154998804e+00,1.099707732466304044e+01,5.980878427411366882e-01,8.498713723252849725e-03,1.000000000000000000e+00,2.772581639509411389e+01,-2.014340626970427373e+00
7.559747756089382209e-01,1.145413503069938699e+01,5.937011518368138230e-01,1.216288197423200712e+00,1.000000000000000000e+00,3.096162316751395593e+01,-2.182100406616387822e+00
1.188601367631711092e+00,1.033363895468162141e+01,6.092080630951459685e-01,8.036910456862909891e-02,0.000000000000000000e+00,4.805262315732484524e+00,1.212476757524900556e-01
9.917486373508813680e-01,1.009635222381504072e+01,6.000442810321724441e-01,3.078920509295804964e-01,1.000000000000000000e+00,5.404565563897540059e+00,1.194945145536304043e+00
6.229687986928752474e-01,1.179969206151081629e+01,6.230224457704378604e-01,4.628573694131843386e-02,1.000000000000000000e+00,2.238897720238749400e+01,-1.497107768124034566e+00
4.294031895219069805e-01,1.084342573028642320e+01,5.346744681353637896e-01,4.976289683984184142e-01,0.000000000000000000e+00,1.275746285345265107e+01,5.447652847881982729e-02
5.874008467798310651e-01,9.970548953359934075e+00,4.717565173922863009e-01,5.477676288363597656e-01,0.000000000000000000e+00,1.519849388259890866e+01,1.365690737638738605e+00
1.213999464380321358e+00,1.056123333097667327e+01,6.221536498438160478e-01,5.794419905799962078e-02,0.000000000000000000e+00,2.395083090843355222e+01,-1.711072411585512265e+00
1.076258161133557767e+00,1.108186281024819664e+01,6.025262724639850465e-01,2.268922660182637330e-01,0.000000000000000000e+00,1.899184785445752155e+01,-1.766362351943692177e+00
7.131851078569242386e-01,9.890389246816942759e+00,6.043901350171050346e-01,1.485991223780419812e+00,0.000000000000000000e+00,2.174099445582595713e+00,1.922256868346287506e+00
