X1,X2,X3,X4,X5,T,Y
1.210834327156457224e+00,1.027069210359923446e+01,5.793820839323625682e-01,3.245071624289965206e-01,0.000000000000000000e+00,7.424895484123714695e+00,2.839829143318794435e-01
9.158770877236519503e-01,9.726699364898776068e+00,5.944239630574791322e-01,6.605850416521699131e-01,0.000000000000000000e+00,1.377395414419507702e+01,2.152398584913458812e+00
9.960698970925988549e-01,1.029308608020608951e+01,5.997994886826261141e-01,1.579147649929029396e-01,1.000000000000000000e+00,1.394897728573557760e+00,5.008135223832843597e-01
7.157869281362485570e-01,1.063200593692297424e+01,5.603591483734967627e-01,1.411388600265948701e-01,0.000000000000000000e+00,2.237139011413077938e+01,-1.116473312616296676e+00
1.257043796722117079e+00,1.064773220191325009e+01,6.172355376632354673e-01,3.625342801553153027e-01,0.000000000000000000e+00,1.402142705359412744e+01,-1.208362199707960327e+00
3.633556671327233256e-01,1.043913019138460641e+01,6.585725997802978071e-01,1.843269799899345807e-01,0.000000000000000000e+00,1.308067571417132413e+01,1.098033619201973954e+00
1.370147925716500792e+00,1.030163694910599403e+01,5.973289586154346686e-01,1.006117820204178726e+00,0.000000000000000000e+00,1.124051635669660953e+01,-9.400004999875748168e-02
6.750868543476289396e-01,1.125567264315536065e+01,6.269543888227117057e-01,2.670652925903762132e+00,1.000000000000000000e+00,1.508196614994670703e+01,-1.460472061506823627e+00
7.104644300654976430e-01,1.210464886707340071e+01,5.781893173491983173e-01,1.081363318723665534e+00,0.000000000000000000e+00,1.980132413962060056e+01,-1.386092111762499801e+00
4.578403181723751936e-01,1.038985267815872504e+01,5.882808703058667321e-01,9.985706069246019778e-01,0.000000000000000000e+00,1.560571912074369116e+01,7.012725735659127713e-01
3.447792319105157932e-01,8.971318975027736897e+00,5.282715843973631031e-01,1.330614969381145096e+00,1.000000000000000000e+00,2.536786692323457615e+01,4.920874192646092382e+00
6.173950477437036843e-01,1.113022449273179326e+01,6.117021391530420571e-01,1.253028583410718544e-01,1.000000000000000000e+00,1.369892780336484961e+01,-1.110404494924676744e+00
1.108682144623257093e+00,1.000433608149593567e+01,5.886405833852393910e-01,5.250887499317449247e+00,1.000000000000000000e+00,3.516343469985551362e+00,1.637312394116477776e+00
9.004639418365905090e-01,1.018694326631194258e+01,6.030887446383556005e-01,6.242771135913991604e-02,0.000000000000000000e+00,1.297670063185089617e+01,4.857006201721164040e-01
1.193181388879088090e+00,1.104483708332921488e+01,5.993892733545789220e-01,4.231715470703943383e-01,1.000000000000000000e+00,1.551844271281052556e+01,-1.801151125006802634e+00
6.933044904243090834e-01,1.127347290275744562e+01,6.337498014719561423e-01,6.698952922536817178e-01,1.000000000000000000e+00,3.486675213793096617e+01,-2.864093278778882645e+00
8.610657751025855289e-01,1.141126985594975096e+01,5.905090634926291049e-01,1.198492478621255020e-01,1.000000000000000000e+00,3.646921811254787826e+01,-2.551541215307935317e+00
7.222079882784036009e-01,1.203253577952904152e+01,6.114303699780827550e-01,9.457944595475319127e-02,0.000000000000000000e+00,1.575727583775440976e+01,-1.808773759515281743e+00
4.540511355967729035e-01,1.132608396005709039e+01,6.363209217242885574e-01,4.467456736427686259e-01,0.000000000000000000e+00,2.852254350279394401e+01,-1.168005456053836211e+00
7.393305665989835518e-01,1.058599395608408500e+01,5.871903134293916526e-01,4.116702379356493302e-02,0.000000000000000000e+00,7.651878129565035991e+00,-1.730369123975143697e-01
6.182330321156191966e-01,1.000848991784109643e+01,5.613193070179507416e-01,3.092977153152880465e-01,0.000000000000000000e+00,3.576488147950361185e+00,1.560211520738380209e+00
1.147629876713433639e+00,1.126084813168431253e+01,6.104872261805965872e-01,7.365491101680168295e-01,0.000000000000000000e+00,1.240167071601303128e+01,-2.123375847976114006e+00
6.972055713145637323e-01,1.081991305514812396e+01,5.662160139495926447e-01,1.420494823394294337e-01,0.000000000000000000e+00,2.678876159717865946e+01,-1.854444179273252447e+00
