X1,X2,X3,X4,X5,T,Y
6.701109114872386696e-01,9.780568394287529443e+00,5.828042282005581054e-01,5.126602677429124011e-01,1.000000000000000000e+00,9.195205417318298657e+00,2.117888460513718929e+00
5.831959324134834421e-01,9.485998149861572415e+00,6.052394135990736279e-01,8.329778055153155836e-02,0.000000000000000000e+00,1.920795105109138490e+01,2.452256120394381345e+00
4.469612629640973278e-01,9.295722808806308635e+00,5.731176885126250120e-01,3.042301353210031395e-03,0.000000000000000000e+00,4.874527459395585538e+01,-6.769061074302302750e-01
4.305301224771886370e-01,1.094609151129937175e+01,6.618147663368096900e-01,1.668026480327433170e+00,0.000000000000000000e+00,2.005394858720659457e+01,-2.579019999891580817e-01
1.168527786859151263e+00,1.071473173953084590e+01,5.917337095458883311e-01,5.638696479735515465e-01,0.000000000000000000e+00,1.233605962709556358e+01,-1.293967517943379164e+00
1.055613911392352833e+00,9.806881923117369837e+00,6.068487093347955108e-01,8.497798984757169993e-01,0.000000000000000000e+00,1.488846415815971724e+01,1.885654164795885546e+00
4.658992875317048976e-01,1.115202587749670116e+01,6.213250709609852152e-01,1.746703439607704411e-01,0.000000000000000000e+00,2.372905962032144345e+01,-8.873665625511979460e-01
1.339120502189977469e+00,1.107071430324428007e+01,6.402238016774723928e-01,7.449418628382014074e-01,1.000000000000000000e+00,3.404717144688859065e+01,-1.030872370386483050e+00
6.070147759453149439e-01,1.069680938265099002e+01,5.861281043501945787e-01,4.367351975675874409e-01,0.000000000000000000e+00,1.508894164894279832e+01,-4.280463509277786516e-01
1.362418875487857006e+00,1.050411148480160328e+01,6.095058810405906691e-01,4.827293841817574260e-01,0.000000000000000000e+00,1.745269704829930646e+01,-1.128024099964231475e+00
4.228901737033409214e-01,1.042226247558975238e+01,5.575313079167298902e-01,5.647246878611487109e-01,0.000000000000000000e+00,3.168968235339655592e+01,-4.642535462900502785e-01
8.781417126520407734e-01,9.952655925956333860e+00,6.124377145010360124e-01,1.262267649317262985e-01,0.000000000000000000e+00,1.013020389529700438e+01,1.472531315607383817e+00
2.986562180777634357e-01,1.086079896943403256e+01,5.943166429120475547e-01,5.618441362284080087e-01,0.000000000000000000e+00,1.642488262727193771e+01,1.046026296399561684e+00
8.073638554793399758e-01,1.013588164943367964e+01,5.821402614361492756e-01,6.563545770318854888e-01,1.000000000000000000e+00,3.409961974082984071e+00,1.152933126643178152e+00
1.285821621973615603e+00,9.693542289471396955e+00,6.034808962897556528e-01,3.751901526235132067e+00,1.000000000000000000e+00,1.236208615361993779e+01,3.165288956022607625e+00
7.463675964220295445e-01,1.200044166312062721e+01,6.313051641166618211e-01,2.158991403024172751e-02,1.000000000000000000e+00,3.173932627167080511e+01,-8.817633321195359475e-01
5.286746796124298653e-01,1.099955796963264731e+01,5.484889272124910953e-01,2.479604234528846707e+00,0.000000000000000000e+00,1.439028186706346091e+01,-5.865482241781465600e-01
1.249686635962505177e+00,1.049246117046281945e+01,6.423972443690911804e-01,7.660721429641392799e-02,1.000000000000000000e+00,1.191229213274826293e+01,-7.028224090578260030e-01
1.274987901358725750e+00,9.999782725425424346e+00,6.147430159777718117e-01,1.754008079311221158e+00,0.000000000000000000e+00,7.536534377270514007e-01,1.706816660305755962e+00
9.873395323960301173e-01,9.348077746735382831e+00,5.990527348935174023e-01,1.181197076528210134e-02,0.000000000000000000e+00,4.433577245226384633e+00,4.389064671633041925e+00
1.470917751483026947e+00,9.818746587803476089e+00,6.217960342361271708e-01,4.868287758360496653e+00,0.000000000000000000e+00,1.072529281998003725e+01,2.788197731811923319e+00
7.812317963724927372e-01,9.837457451927427599e+00,5.726265572356018518e-01,1.344221896698613028e+00,0.000000000000000000e+00,1.508763004306062072e+01,1.543303315251852714e+00
6.010380257320899755e-01,1.208008474400162058e+01,5.987598658632661275e-01,8.908936714837464854e-02,1.000000000000000000e+00,2.923803756225881401e+01,-1.043616150454445446e+00
8.713406413324515931e-01,1.086996210057398216e+01,6.075843590674923078e-01,1.119060981701246016e+00,1.000000000000000000e+00,1.365766980180428192e+01,-1.258449841090392596e+00
8.975938279947809351e-01,1.082298284461350235e+01,5.954126200530072133e-01,5.261683880690457560e-01,0.000000000000000000e+00,1.447580993770118951e+01,-1.204736057126680082e+00
4.062626115010280481e-01,9.441624222133889077e+00,5.173728494975387004e-01,1.500777948773770687e+00,0.000000000000000000e+00,1.057080196791367221e+01,3.283563882473442774e+00
6.571995801844219276e-01,1.083006412201554802e+01,6.112667066291634921e-01,2.754979187305703903e-01,0.000000000000000000e+00,1.195563402488698301e+01,-6.872591012992549375e-01
4.959201321232767357e-01,1.139241933821961084e+01,6.384518337205202787e-01,1.982827903366660427e-01,0.000000000000000000e+00,1.793082708292965322e+01,-1.029788379271804999e+00
4.243969376672198091e-01,1.045770258539226560e+01,6.248506248237081229e-01,1.839174742929229056e-01,1.000000000000000000e+00,7.972488708883640918e+00,7.390426496538242684e-01
3.181466719962184331e-01,1.112529453183788952e+01,5.987247556661818848e-01,1.373029543896419291e+00,0.000000000000000000e+00,4.552459636816072219e+01,-9.476256688024397024e-01
4.736068626213187915e-01,9.873635838680268506e+00,5.560674736235079463e-01,1.288727748078598856e-01,0.000000000000000000e+00,9.030568489706688240e+00,2.013524976507639952e+00
1.495694524129752567e+00,1.074928116919892318e+01,5.471058772879178189e-01,2.665608537205851891e-02,1.000000000000000000e+00,3.322658955134614445e+01,-1.861157850846333783e+00
6.527817226912328019e-01,1.026120937301862845e+01,5.681688949312324599e-01,8.576138083459260431e-01,0.000000000000000000e+00,1.383322514053587327e+01,5.063851717496542504e-01
3.211445018714431110e-01,1.145567689400924394e+01,4.428974500254767577e-01,1.202164735860684841e+00,1.000000000000000000e+00,3.134234704777967195e+01,3.474867469831188216e-01
4.459448621793206669e-01,1.177258904086369107e+01,5.939267632312174028e-01,3.204819658260980586e-01,0.000000000000000000e+00,2.984808235472460325e+01,-9.889123281943255073e-01
1.626030923444014897e+00,1.009586546848217914e+01,6.386072744056615624e-01,1.982660624678596495e+00,0.000000000000000000e+00,4.309432513598360437e+00,1.168935530084887597e+00
1.117224156985128003e+00,9.796860791833406523e+00,5.893249690164860111e-01,2.725133072794123201e+00,0.000000000000000000e+00,1.087524250674596082e+01,2.298558358431344040e+00
7.388839769914157252e-01,1.161314761288794450e+01,6.161934397114021689e-01,2.222575019556979892e-01,1.000000000000000000e+00,1.851967178448823859e+01,-1.753314065457942883e+00
1.004791232384939503e+00,1.033956395037310827e+01,5.996588630401418207e-01,6.933058327277400457e-01,1.000000000000000000e+00,1.447420262418946990e+01,-2.072507473652532850e-01
6.269284704614910275e-01,1.038706306254107403e+01,5.959215860065537607e-01,4.296790114940098881e+00,0.000000000000000000e+00,7.710285700325958835e+00,5.161559223342727654e-01
7.179337705514420298e-01,1.061163004658965292e+01,6.062818394108567821e-01,4.445198054261839893e+00,0.000000000000000000e+00,1.774536181504096177e+01,-6.864389331198581523e-01
1.194491785431407216e+00,1.069932192644422209e+01,6.079249584256692929e-01,1.000691563433732667e-01,0.000000000000000000e+00,1.737989940594002292e+01,-1.481828915151312653e+00
1.128886379659391981e+00,9.400468278261248756e+00,6.029867696232992236e-01,2.393703904736746435e-01,0.000000000000000000e+00,2.179588160746482206e+00,4.565125675890737256e+00
6.989968117545618531e-01,9.960474154314120199e+00,6.081408210076800769e-01,3.429766383071278790e-01,0.000000000000000000e+00,5.834718552677003345e+00,1.650282521784584233e+00
