X1,X2,X3,X4,X5,T,Y
4.521254825468447591e-01,9.325658263806264614e+00,5.021032109822552991e-01,3.329140257688643079e-01,0.000000000000000000e+00,1.140270154591973828e+01,3.515371331576748748e+00
4.179846020515426974e-01,1.023604077638302101e+01,6.828395006760582531e-01,3.740820387703315819e-01,0.000000000000000000e+00,8.944166006972755767e+00,1.247869766410764081e+00
1.030725839588307657e+00,1.085725750940538248e+01,5.999443453666518655e-01,3.080504255513804787e-02,0.000000000000000000e+00,1.224099838607448909e+01,-1.411240506854877230e+00
1.099009559720014018e+00,9.962532503307167886e+00,6.115297445475688098e-01,8.166397167905891166e-03,0.000000000000000000e+00,2.528891155441473249e+00,1.853626937207539571e+00
9.647041237848343886e-01,1.104699711636985349e+01,6.010263372185523645e-01,3.724612541592827175e-01,0.000000000000000000e+00,1.634558732669206549e+01,-1.683672653940385455e+00
1.327292344120652334e+00,1.094579365889853229e+01,6.266661003607528757e-01,2.489490307059234186e-01,0.000000000000000000e+00,3.205826749221508720e+01,-1.708960483817125509e+00
6.679403618173974655e-01,1.035591401697741354e+01,5.772482037497709273e-01,1.200227677687674133e+00,1.000000000000000000e+00,1.744408857488491194e+01,4.441163268494885755e-03
1.046194780642158761e+00,1.016588253185518553e+01,5.967551960519603682e-01,2.679396983518505415e+00,0.000000000000000000e+00,1.491718654911490916e+00,9.763657244988804829e-01
9.453153534455259743e-01,1.048526531922665583e+01,5.877499887921440180e-01,3.358545537609046061e+00,0.000000000000000000e+00,5.970694648278989547e+00,-9.221187015627950456e-02
8.844383424680561934e-01,1.022646055880321470e+01,6.037993423232665968e-01,1.663644460417166737e+00,1.000000000000000000e+00,7.257347970401172077e+00,6.643567260070686320e-01
6.105484652583448302e-01,1.015806971673957193e+01,5.744239686389065458e-01,6.573636792541226459e-01,0.000000000000000000e+00,9.991289566355467500e+00,1.033557468807060564e+00
9.334729727542969702e-01,1.093227374670059149e+01,5.980193224574208433e-01,3.767734613459185589e+00,0.000000000000000000e+00,1.315558308159075729e+01,-1.442761417993934314e+00
1.620477271916172413e+00,1.032449942707749102e+01,5.955761551565968981e-01,2.966726995127440869e+00,1.000000000000000000e+00,1.372670474097820126e+01,-3.814620980793503868e-01
7.532305841171936800e-01,1.060030626092934902e+01,5.924509922711983512e-01,2.926747089706531746e+00,1.000000000000000000e+00,7.652980277122879649e+00,-2.455395643723647658e-01
4.963736364338954266e-01,1.003815334092408129e+01,6.419284311824159373e-01,1.573726355220629314e+00,0.000000000000000000e+00,8.954856995371953232e+00,1.583723365901032576e+00
9.888087078433983601e-01,1.041181968315225781e+01,5.998211117585323660e-01,2.364479294771443918e+00,1.000000000000000000e+00,2.072664268420302136e+01,-9.506354591508386909e-01
5.366256875889157119e-01,1.076700458316315334e+01,6.190539601221597410e-01,8.750577011983159403e-01,0.000000000000000000e+00,1.354873498624619899e+01,-2.722627067335211537e-01
1.411296540235772001e+00,1.055021754284233992e+01,6.030058144756059724e-01,2.773432832961428556e-05,1.000000000000000000e+00,1.865031204208327509e+01,-1.281753222559204541e+00
7.229847339278607787e-01,9.153611813864118929e+00,6.046643122393187131e-01,1.413639579345213670e+00,1.000000000000000000e+00,9.107412659037718683e+00,4.398165854207151781e+00
