X1,X2,X3,X4,X5,T,Y
4.508354090506511702e-01,9.700474416561750246e+00,5.556100405497864658e-01,7.422293904922133478e+00,0.000000000000000000e+00,4.027282739091706532e+01,-4.465056338106366818e-01
1.149174566137424414e+00,1.079034886975544794e+01,5.668057628468783360e-01,5.210451223278191435e+00,0.000000000000000000e+00,1.444354368497693741e+01,-1.513219028818784784e+00
6.435180820797150592e-01,9.924147158590590934e+00,6.022517151231724375e-01,5.410781315502656286e-01,1.000000000000000000e+00,6.978299010535978120e+00,1.738068440896160194e+00
9.029713516162450881e-01,9.733790149385542989e+00,5.977453068944695858e-01,1.432569987013270207e-01,0.000000000000000000e+00,5.053510669797605992e+00,2.566211194168559473e+00
9.214756913191990417e-01,1.152055182641825581e+01,6.174690428478696314e-01,9.765648478153293732e-02,0.000000000000000000e+00,1.384828580166953671e+01,-2.104489823935494108e+00
2.942300523675183688e-01,1.173831053206254715e+01,4.742987486514430584e-01,2.010239680208954216e-02,0.000000000000000000e+00,3.168965369487314021e+01,9.189394895949878350e-01
1.000688029057319239e+00,1.014593626071720855e+01,6.000433301598343538e-01,1.286417771173645086e+00,0.000000000000000000e+00,1.810263847027937967e+00,1.092197050941635217e+00
4.804211843573495955e-01,1.001413643826008126e+01,6.065416084000744279e-01,2.058868000990524139e-01,0.000000000000000000e+00,6.614425553270581126e+00,1.682894319976249164e+00
4.180789079134089592e-01,1.023836777429189659e+01,5.973367517204266619e-01,2.747950513500334035e-01,0.000000000000000000e+00,8.062301603789178372e+00,1.261966644807129612e+00
1.360788882806101885e+00,1.036161770048601483e+01,6.292131079205249833e-01,1.184689737916775065e-01,0.000000000000000000e+00,5.345121678228817785e+00,-1.852223611960867322e-01
3.477009719385475428e-01,1.295043225921767949e+01,6.263696709980598465e-01,4.581677074545324052e-03,0.000000000000000000e+00,1.991826543430641649e+01,2.551654562054584963e-01
3.518940888010049228e-01,1.083268410776976687e+01,6.408738321114443304e-01,3.463223874772896477e-02,0.000000000000000000e+00,9.766717563587311801e+00,3.939771422004401669e-01
5.113547505471829346e-01,9.901189773313159748e+00,6.020192772430201789e-01,2.832437111803954188e+00,0.000000000000000000e+00,2.544739087511062703e+00,1.880386552058173955e+00
1.573029516462548294e+00,1.055457474902005721e+01,5.466214957567071542e-01,1.914702254383431751e-02,0.000000000000000000e+00,3.968884904733813102e+01,-3.094421315970326880e+00
1.236413865283220836e+00,1.055154017198167260e+01,6.099789372572135271e-01,2.910773813070747451e+00,0.000000000000000000e+00,1.023314639098204992e+01,-8.662107935768625921e-01
7.165478173895299951e-01,1.039882224083516249e+01,6.187137805458208240e-01,3.932875258306937294e+00,0.000000000000000000e+00,6.663079202561140058e+00,3.743841408349994349e-01
1.922284936990281690e+00,9.897494419304091906e+00,6.309055869336889222e-01,4.038096510204289974e-02,0.000000000000000000e+00,1.264867277824938263e+01,2.823047465499363806e+00
5.325979919700420950e-01,1.037192070458745619e+01,6.216095238088983344e-01,3.400522871717211459e-01,1.000000000000000000e+00,2.655980937351458593e+01,-5.900215394893443266e-01
3.173804195542105355e-01,1.101514166326867539e+01,5.883338064437599879e-01,9.899785927927099438e-01,0.000000000000000000e+00,2.077529796161878295e+01,7.153839938751853644e-01
