X1,X2,X3,X4,X5,T,Y
1.033624686541738447e+00,1.067866167254643273e+01,6.007898876479668138e-01,1.572938200595941360e-01,1.000000000000000000e+00,1.746412873473482819e+01,-1.277717825051442935e+00
1.147407253764209933e+00,1.100011797370031275e+01,6.002257003108545375e-01,1.325293325079936191e-02,0.000000000000000000e+00,1.771777935003503046e+01,-1.746421436175908948e+00
5.436174201362363734e-01,1.122518086599855991e+01,6.638824364939485134e-01,1.089318307893094584e-02,0.000000000000000000e+00,1.271866647853643606e+01,-1.002094427004087240e+00
1.000682585247719691e+00,1.125333573766973849e+01,5.998991713301218276e-01,1.194141211651161827e-01,0.000000000000000000e+00,2.288009978613882112e+01,-1.855620744029142122e+00
1.440902306193203142e+00,1.014861896460385005e+01,5.884063215591848195e-01,3.598042410532565349e-01,0.000000000000000000e+00,6.255747069067244759e+00,8.289929426732569606e-01
7.964343746141125946e-01,1.016880627728541597e+01,6.542142065926834782e-01,6.511272011130275761e-01,0.000000000000000000e+00,6.294341321481963902e+00,9.248265736603759057e-01
1.522272565601706873e+00,1.080237923696633295e+01,6.372800524335695549e-01,9.906243310415613693e-03,1.000000000000000000e+00,3.257209217682426328e+01,-1.303827138333112368e+00
1.383169830040130277e+00,9.916657937809233658e+00,5.794796563264159595e-01,2.604641905614348385e+00,1.000000000000000000e+00,1.392066782009435855e+01,1.762032078816967218e+00
6.881320260601483385e-01,1.112516753121703417e+01,5.989618381217631793e-01,2.561076235984230731e+00,0.000000000000000000e+00,1.320773613018224601e+01,-1.300103144768945951e+00
1.087806373854134812e+00,1.118573496299148395e+01,5.869763040485864725e-01,1.992844284598412896e-01,0.000000000000000000e+00,9.904740253481293166e+00,-2.248839663617205886e+00
1.044734479644504166e+00,1.060399685357135091e+01,5.982375053168621504e-01,1.486612448908668505e+00,0.000000000000000000e+00,5.963093954415335851e+00,-7.362161928786717935e-01
