X1,X2,X3,X4,X5,T,Y
2.220197878985280537e-01,1.256674819461992243e+01,6.187440099445963293e-01,2.414721799070977504e+00,0.000000000000000000e+00,6.116245427606434504e+01,5.103266807781587922e+00
2.006892162233685772e-01,9.981922900593557912e+00,6.041587075738501511e-01,1.206622145757405701e-01,1.000000000000000000e+00,1.563541793828517257e+01,4.002483557845204487e+00
7.057257776656529202e-01,1.014127761245359949e+01,5.957858865456179265e-01,5.463881653212606521e-02,1.000000000000000000e+00,8.996966672458693637e+00,1.000185263728042839e+00
6.323604795314047289e-01,9.982504209331141354e+00,6.055374551948294881e-01,1.556336709509678506e+00,1.000000000000000000e+00,1.964996051313116254e+01,7.713126962442291568e-01
5.099847354163548063e-01,1.123085071560747039e+01,5.364704006522277302e-01,2.298141655039896147e-01,1.000000000000000000e+00,3.442036150074864054e+01,-2.091282586061294246e+00
5.907458094382864733e-01,1.062852708909326793e+01,5.860788299834501780e-01,1.503729919180985197e+00,0.000000000000000000e+00,8.026477250109467221e+00,-5.957911995899769532e-03
6.060928590037750752e-01,1.050133907226904206e+01,5.527119870800797363e-01,1.571633007191866049e+00,0.000000000000000000e+00,6.162217271279645026e+00,2.915118464007005472e-01
3.912646929147496899e-01,1.126398428883613789e+01,7.038155270965886778e-01,6.475848986566971888e-02,0.000000000000000000e+00,2.096587385122357361e+01,-3.153449786622447015e-01
4.774550194637375289e-01,1.042407946024116683e+01,5.538448271522111721e-01,2.506606134822525478e-01,0.000000000000000000e+00,1.149414804952054681e+01,6.286216321524316086e-01
4.560775570520837485e-01,1.119623531781207681e+01,6.158505246731152960e-01,6.030359076033513233e-02,0.000000000000000000e+00,1.981948055904125283e+01,-6.522614885980928534e-01
2.902019556723227645e-01,1.154633450531955852e+01,6.906664380733580355e-01,2.958838045438828779e+00,1.000000000000000000e+00,2.745404896568807374e+01,8.805471270583171695e-01
3.656373074988188976e-01,1.045929543417145169e+01,4.334563319378996749e-01,1.634488124840344669e+00,0.000000000000000000e+00,1.310656865469838905e+01,1.157687653604868139e+00
4.002675768035197645e-01,1.201825642964767660e+01,5.065728168936751707e-01,1.318023267598188442e-01,0.000000000000000000e+00,2.224127394358063370e+01,-5.023501919251176506e-01
9.147117353062600431e-01,9.470111662616565340e+00,6.058764576335481378e-01,7.400918696845304456e-02,0.000000000000000000e+00,3.184601170875825282e+00,3.610526361996857059e+00
6.763360116124043087e-01,1.069879216558088508e+01,6.210579002674373461e-01,1.554548530746912606e-02,0.000000000000000000e+00,5.361019422779118138e+00,-3.717441260693626348e-01
9.585271375450009623e-01,1.149094253351161399e+01,6.060012930253571017e-01,3.185199843396718800e-02,0.000000000000000000e+00,3.050901183418973162e+01,-1.572750071042186670e+00
7.138403481641928394e-01,1.074495091454265427e+01,6.270380402392311536e-01,1.190768895197937161e+00,0.000000000000000000e+00,8.768179518891916047e+00,-5.939405601201236395e-01
7.949366523586335331e-01,1.039762117662702323e+01,6.479661859093794885e-01,1.530598339610968139e+00,1.000000000000000000e+00,3.654424181696628970e+00,2.771135277686613274e-01
9.063811547844845551e-01,9.788183632270817114e+00,6.113000116833015030e-01,2.840077226369497776e+00,0.000000000000000000e+00,5.556242724686938139e+00,2.339310409597590734e+00
7.244050458344011290e-01,1.091690050912195709e+01,6.010458222567202080e-01,5.897682054583526234e-01,1.000000000000000000e+00,8.585429228329994444e+00,-9.885276634785963301e-01
7.622838186591683884e-01,1.045346342550687346e+01,5.868152842494049892e-01,9.682272359354243685e-02,1.000000000000000000e+00,9.426073159533768120e+00,5.219894615686701544e-02
1.586500062858343441e+00,1.036876109111444322e+01,5.698115647920867222e-01,2.927392989537042745e+00,0.000000000000000000e+00,9.600808411353339622e+00,-6.052750952459633460e-01
6.282761520400881317e-01,1.005571508158089244e+01,6.541738299560228009e-01,2.994095502875336323e-01,0.000000000000000000e+00,1.118363075422487007e+01,1.153525280735376635e+00
4.217704912731758404e-01,9.772520249099290623e+00,7.144897265730856262e-01,2.388284045413324286e+00,0.000000000000000000e+00,8.918353281547464206e+00,2.333991814043946178e+00
1.122400864735511927e+00,1.006887603757867922e+01,6.065877520398479383e-01,3.983927229861153663e+00,0.000000000000000000e+00,3.206628946618312437e+00,1.366772501505929771e+00
6.166634334255018945e-01,1.042282565002940231e+01,5.418474662425045718e-01,2.554632984830012415e-02,0.000000000000000000e+00,1.644056631921469602e+01,3.015389054320470608e-02
9.446799589728093194e-01,1.123789121184193718e+01,5.984722406488723889e-01,2.278233828415416440e+00,0.000000000000000000e+00,1.857401532467522642e+01,-1.787595159437452619e+00
3.061857389042815236e-01,1.135772309563663818e+01,5.534412966430481973e-01,1.552920780995389882e-01,1.000000000000000000e+00,1.287503072431153939e+01,1.001816627443894298e-01
4.215642256131435506e-01,9.855504780979245538e+00,6.132526742200418157e-01,6.397057681106670390e-01,1.000000000000000000e+00,6.825841912077054374e+00,2.144760816687000471e+00
1.197398654857766864e+00,1.037692692502342595e+01,5.906049683631151570e-01,1.860544679891444453e+00,1.000000000000000000e+00,7.745517209591099572e+00,-1.380391605409360123e-01
7.219087286205828624e-01,9.535676247401083216e+00,6.093570500174803062e-01,1.322482803554242636e+00,0.000000000000000000e+00,1.046756233098666833e+01,2.893668254270532980e+00
4.203020962640841018e-01,9.513503080896018815e+00,6.397493213470023532e-01,4.311562055735762566e-01,0.000000000000000000e+00,4.934465712688729688e+00,2.914569214339000958e+00
9.638461291935102038e-01,1.041696828880184178e+01,6.022238995701565401e-01,2.772780570348114954e-04,1.000000000000000000e+00,2.682708265455744723e+01,-1.746850844545349668e+00
7.494636496824439442e-01,1.113928371444583298e+01,5.977563097853202390e-01,1.458553304018311181e+00,1.000000000000000000e+00,2.212895333026666478e+01,-1.770751082315993541e+00
6.774287537056437047e-01,1.055562966858288299e+01,6.311164353441285346e-01,1.044380933571638082e+00,1.000000000000000000e+00,7.696169814917355190e+00,-5.058315319547586342e-02
1.843605448186736329e+00,1.033982963608830552e+01,5.562884653354521758e-01,2.532439748624195630e-01,1.000000000000000000e+00,1.628453912961124317e+01,-6.888656240152726262e-01
3.730111936149011487e-01,1.179770608873781867e+01,5.611964201796436624e-01,5.724667060972338239e-01,0.000000000000000000e+00,2.299627378486882634e+01,-3.063785335398240273e-01
8.294312015499406554e-01,1.040280819463483120e+01,6.132537440760099656e-01,2.509773571850294260e+00,1.000000000000000000e+00,1.043514081671622051e+01,5.663050394825896311e-02
1.195005060317374745e+00,9.849382499866363716e+00,6.020288911030989842e-01,5.162748673376067465e-01,0.000000000000000000e+00,2.625884279593359238e+00,2.459347801418373169e+00
9.882715042022930385e-01,9.886719021514545958e+00,5.999102206348728705e-01,4.680200096974079620e-03,0.000000000000000000e+00,3.185468746961903630e+00,2.083763372039546979e+00
4.992251097562150353e-01,1.186121040653023329e+01,6.166068064504413027e-01,2.059158263923194232e-01,0.000000000000000000e+00,3.879526070329213638e+01,-1.715978143383104060e+00
1.098654666421701176e+00,1.021623619285421647e+01,6.006954643118045389e-01,1.107625958307479674e+00,0.000000000000000000e+00,1.109037659586115154e+01,4.183896222195238046e-01
3.335674503766842824e-01,9.361741661476322918e+00,4.635732699182087968e-01,2.634575940168797925e-01,0.000000000000000000e+00,2.313090253697016152e+01,3.838267819642454892e+00
6.969001354541117799e-01,1.075545322346191135e+01,5.660116932303700388e-01,3.478784425171987937e-01,0.000000000000000000e+00,1.295328638795959009e+01,-6.415049983668896783e-01
1.250641614356656328e+00,1.015784724455915544e+01,5.894502410603559284e-01,1.843009108581846744e+00,0.000000000000000000e+00,1.019935672473375021e+01,6.700559752024040083e-01
1.021600376474540939e+00,1.019225919101329758e+01,5.997578069751909879e-01,6.918208890611429740e-02,0.000000000000000000e+00,6.359258787093556187e+00,7.889816687108204274e-01
1.004263271861623341e+00,1.040693526628096244e+01,5.998998428459053622e-01,2.345849445960303259e-01,0.000000000000000000e+00,4.075865103854528826e+00,5.977815318010217677e-02
